ID_DISCENTE,SEXO,ESTADO_CIVIL,DATA_NASCIMENTO,RACA_COR,DEFICIENCIA,NATURALIDADE,UF_NATURALIDADE,DESCR_BAIRRO,CIDADE_END,UF_CIDADE_END,FORMA_INGRESSO,COD_CURSO,CURSO,ANO_INGRESSO,PERIODO_INGRESSO
68809,M,Solteiro(a),21/11/1989,Negra,,MAUES,AM,CACHOEIRINHA,SAO GABRIEL DA CACHOEIRA,AM,Processo Seletivo Mestrado,PPG-ECAM-M,Mestrado Profissional em Rede Nacional para o Ensino de Ciências Ambientais,2018,2
70958,M,Casado(a),24/10/1973,Indígena,,SAO GABRIEL DA CACHOEIRA,AM,AREOPORTO,SAO GABRIEL DA CACHOEIRA,AM,Processo Seletivo Mestrado,PPG-ECAM-M,Mestrado Profissional em Rede Nacional para o Ensino de Ciências Ambientais,2018,2
70958,M,Casado(a),24/10/1973,Indígena,,SAO GABRIEL DA CACHOEIRA,AM,AREAL,SAO GABRIEL DA CACHOEIRA,AM,Processo Seletivo Mestrado,PPG-ECAM-M,Mestrado Profissional em Rede Nacional para o Ensino de Ciências Ambientais,2018,2
127533,M,Solteiro(a),04/10/1983,Indígena,,SAO GABRIEL DA CACHOEIRA,AM,DABURA,SAO GABRIEL DA CACHOEIRA,AM,Processo Seletivo Mestrado,PPG-ECAM-M,Mestrado Profissional em Rede Nacional para o Ensino de Ciências Ambientais,2018,2
71526,M,Solteiro(a),24/08/1971,Indígena,,SAO GABRIEL DA CACHOEIRA,AM,BOA ESPERANCA,SAO GABRIEL DA CACHOEIRA,AM,Processo Seletivo Mestrado,PPG-ECAM-M,Mestrado Profissional em Rede Nacional para o Ensino de Ciências Ambientais,2018,2
71526,M,Solteiro(a),24/08/1971,Indígena,,SAO GABRIEL DA CACHOEIRA,AM,BOA ESPERANCA,SAO GABRIEL DA CACHOEIRA,AM,Processo Seletivo Mestrado,PPG-ECAM-M,Mestrado Profissional em Rede Nacional para o Ensino de Ciências Ambientais,2018,2
134192,F,Solteiro(a),30/04/1985,Indígena,,SAO GABRIEL DA CACHOEIRA,AM,CACHOEIRINHA,SAO GABRIEL DA CACHOEIRA,AM,Processo Seletivo Mestrado,PPG-ECAM-M,Mestrado Profissional em Rede Nacional para o Ensino de Ciências Ambientais,2018,2
141011,M,Solteiro(a),28/11/1977,Parda,,SANTO ANTONIO DO ICA,AM,SAO FRANCISCO,SANTO ANTONIO DO ICA,AM,Processo Seletivo Mestrado,PPG-EDU-M,Mestrado em Educação,2019,2
67025,M,Casado(a),20/07/1979,Branca,,SAO PAULO,SP,DISTRITO,PRESIDENTE FIGUEIREDO,AM,Processo Seletivo Mestrado,PPG-LET-M,Mestrado em Letras,2019,1
91752,F,Solteiro(a),23/07/1995,Branca,Sem Deficiência,PARINTINS,AM,ITAUNA I,PARINTINS,AM,Processo Seletivo Mestrado,PPG-ENF-M,Mestrado em Enfermagem,2019,2
128151,M,Solteiro(a),03/01/1986,Branca,,CAPANEMA,PA,CASTANHEIRA,PARINTINS,AM,Processo Seletivo Doutorado,PPG-SCA-D,Doutorado em Sociedade e Cultura na Amazônia,2017,2
