ID_DISCENTE,SEXO,ESTADO_CIVIL,DATA_NASCIMENTO,RACA_COR,DEFICIENCIA,NATURALIDADE,UF_NATURALIDADE,DESCR_BAIRRO,CIDADE_END,UF_CIDADE_END,FORMA_INGRESSO,COD_CURSO,CURSO,ANO_INGRESSO,PERIODO_INGRESSO
30,M,Casado(a),03/11/1965,Parda,,MANAUS,AM,Flores,MANAUS,AM,Processo Seletivo Especialização,PL-MIC,Especialização em Monit. e Inteligência Competitiva,2002,1
26381,F,Divorciado(a),21/03/1986,Branca,,MANAUS,AM,Praca 14,MANAUS,AM,Processo Seletivo Mestrado,PPG-ENP-M,Mestrado em Engenharia de Produção,2014,2
14193,F,Casado(a),12/04/1981,Parda,Sem Deficiência,MANAUS,AM,JORGE TEIXEIRA,MANAUS,AM,Processo Seletivo Especialização,PL-GAEM,Especialização em Gestão Ambiental Empresarial,2013,2
65,F,Solteiro(a),13/04/1969,Branca,,RIO DE JANEIRO,RJ,Parque 10,MANAUS,AM,Processo Seletivo Especialização,PL-MIC,Especialização em Monit. e Inteligência Competitiva,2004,1
69,M,Casado(a),12/07/1961,Parda,,MANAUS,AM,Cidade Nova 2,MANAUS,AM,Processo Seletivo Especialização,PL-MIC,Especialização em Monit. e Inteligência Competitiva,2004,2
70,M,Casado(a),06/06/1955,Parda,,ACRELANDIA,AC,Chapada,MANAUS,AM,Processo Seletivo Especialização,PL-MIC,Especialização em Monit. e Inteligência Competitiva,2004,2
37681,F,Solteiro(a),24/09/1984,Parda,,MANAUS,AM,PETRÓPOLIS,MANAUS,AM,Processo Seletivo Mestrado,PPG-GEO-M,Mestrado em Geografia,2019,1
90,M,Casado(a),03/12/1979,Branca,,MANAUS,AM,Redenção,MANAUS,AM,Processo Seletivo Doutorado,PPG-SCA-D,Doutorado em Sociedade e Cultura na Amazônia,2015,1
92,F,Casado(a),03/06/1958,Parda,,RIO DE JANEIRO,RJ,Parque Dez,MANAUS,AM,Processo Seletivo Especialização,PL-MIC,Especialização em Monit. e Inteligência Competitiva,2002,2
93,F,Casado(a),01/11/1974,Parda,,MANAUS,AM,Planalto,MANAUS,AM,Processo Seletivo Especialização,PL-MIC,Especialização em Monit. e Inteligência Competitiva,2004,2
94,F,Casado(a),15/11/1962,Parda,,MANAUS,AM,Japiim II,MANAUS,AM,Processo Seletivo Especialização,PL-MIC,Especialização em Monit. e Inteligência Competitiva,2004,2
94,F,Casado(a),15/11/1962,Parda,,MANAUS,AM,Japiim II,MANAUS,AM,Processo Seletivo Especialização,PL-CEXT,Especialização em Comércio Exterior,2008,2
96,F,Casado(a),22/05/1957,Parda,,MANAUS,AM,Planalto,MANAUS,AM,Processo Seletivo Especialização,PL-MIC,Especialização em Monit. e Inteligência Competitiva,2004,2
102,F,Casado(a),31/03/1968,Parda,,MANAUS,AM,Flores,MANAUS,AM,Processo Seletivo Especialização,PL-MIC,Especialização em Monit. e Inteligência Competitiva,2004,2
424,M,Solteiro(a),26/12/1965,Parda,,MANAUS,AM,NOSSA SENHORA DAS GRACAS,MANAUS,AM,Processo Seletivo Doutorado,PPG-HIC-D,Doutorado em História - Cultura e Representações,2019,1
560,F,Casado(a),18/12/1978,Branca,,MANAUS,AM,COROADO III,MANAUS,AM,Processo Seletivo Doutorado,PPG-CASA-D,Doutorado em Ciências do Ambiente e Sustentabilidade na Amazônia,2015,1
19665,M,Casado(a),17/04/1982,Parda,,MANAUS,AM,Tancredo Neves,MANAUS,AM,Processo Seletivo Mestrado,PPG-ATR-M,Mestrado em Agronomia Tropical,2008,1
19802,F,Solteiro(a),21/09/1978,Parda,,MANAUS,AM,ALVORADA 3,MANAUS,AM,Processo Seletivo Mestrado,PPG-ECIM,Mestrado em Ensino de Ciências e Matemática,2016,1
28754,F,Solteiro(a),22/04/1984,Parda,,ITACOATIARA,AM,RIACHO DOCE,MANAUS,AM,Processo Seletivo Especialização,PL-EELL,Especialização em Ensino de Espanhol: Língua e Literaturas,2012,1
31461,F,Solteiro(a),22/01/1981,Negra,,MANAUS,AM,Planalto,ACRELANDIA,AC,Processo Seletivo Doutorado,PPG-BIOT-D,Doutorado em Biotecnologia,2009,1
33535,F,Solteiro(a),27/11/1983,Branca,,Porto Trombetas (retirar),PA,Chapada,MANAUS,AM,Processo Seletivo Especialização,PL-ARH,Especialização em Administração de Recursos Humanos,2008,2
31647,M,Solteiro(a),25/09/1982,Parda,,MANAUS,AM,parque dez,MANAUS,AM,Processo Seletivo Mestrado,PPG-ENP-M,Mestrado em Engenharia de Produção,2017,2
17045,M,Casado(a),06/05/1964,Parda,,MANAUS,AM,BAIRRO PRACA XIV DE JANEIRO,MANAUS,AM,Processo Seletivo Mestrado,PPG-ECIM,Mestrado em Ensino de Ciências e Matemática,2017,1
37150,F,Solteiro(a),30/10/1970,Parda,,EIRUNEPE,AM,São José III,MANAUS,AM,Processo Seletivo Especialização,PL-EDCAM,Especialização em Educação do Campo: Práticas Pedagógicas,2017,2
19246,M,Solteiro(a),28/02/1976,Parda,,MANAUS,AM,Parque Dez,MANAUS,AM,Processo Seletivo Especialização,PL-ADR,Especialização em Agricultura e Desenvolvimento Regional,2006,1
38826,M,Solteiro(a),17/11/1986,Amarela,Sem Deficiência,MANAUS,AM,COMPENSA,MANAUS,AM,Processo Seletivo Mestrado,PPG-GEO-M,Mestrado em Geografia,2016,1
19224,F,Casado(a),19/06/1983,Parda,,SAO LUIS,MA,PONTA NEGRA,MANAUS,AM,Processo Seletivo Doutorado,PPG-QUI-D,Doutorado em Química,2018,1
33753,F,Solteiro(a),10/06/1985,Parda,,MANAUS,AM,DISTRITO INDUSTRIAL,MANAUS,AM,Processo Seletivo Doutorado,PPG-QAN-D,Doutorado em Química Analítica,2011,2
37319,M,Casado(a),08/08/1985,Parda,,MANAUS,AM,ALEIXO,MANAUS,AM,Processo Seletivo Especialização,PL-IC,Especialização em Internet das Coisas,2018,2
14352,M,Solteiro(a),01/01/1980,Branca,,MANACAPURU,AM,FLORES,MANAUS,AM,Processo Seletivo Mestrado,PPG-COM-M,Mestrado em Ciência da Comunicação,2015,1
14352,M,Solteiro(a),01/01/1980,Branca,,MANACAPURU,AM,FLORES,MANAUS,AM,Processo Seletivo Especialização,PL-GPM,Especialização em Gestão Pública Municipal,2018,1
702,M,Solteiro(a),11/02/1976,Branca,,MANAUS,AM,SÃO FRANCISCO,MANAUS,AM,Processo Seletivo Especialização,PL-MGO,MBA Executivo: Gestão de Organizações - Operações e Serviços,2012,2
702,M,Solteiro(a),11/02/1976,Branca,,MANAUS,AM,SÃO FRANCISCO,MANAUS,AM,Processo Seletivo Mestrado,PPG-ENP-M,Mestrado em Engenharia de Produção,2014,2
703,F,Casado(a),21/06/1974,Branca,,MANAUS,AM,ALEIXO,MANAUS,AM,Processo Seletivo Doutorado,PPG-INF-D,Doutorado em Informática,2014,2
38573,M,Casado(a),24/04/1984,Negra,Sem Deficiência,ALENQUER,PA,PETROPOLIS,MANAUS,AM,Processo Seletivo Especialização,PL-EMEM,Especialização em Ensino de Matemática para o Ensino Médio - EAD,2018,2
22998,M,Solteiro(a),16/03/1985,Parda,,BRASILIA,DF,COMPENSA 2,MANAUS,AM,Processo Seletivo Mestrado,PPG-INF-M,Mestrado em Informática,2018,1
23619,M,Casado(a),24/06/1979,Parda,,SANTA LUZIA,PB,TERRA NOVA,MANAUS,AM,Processo Seletivo Especialização,PL-MGO,MBA Executivo: Gestão de Organizações - Operações e Serviços,2012,2
27298,F,Solteiro(a),18/06/1970,Parda,,BELEM,PA,SÃO JOSÉ I,MANAUS,AM,Processo Seletivo Especialização,PL-MED,Especialização em Mídias na Educação,2012,1
29932,F,Casado(a),15/11/1981,Amarela,,MANAUS,AM,CACHOEIRINHA,MANAUS,AM,Processo Seletivo Especialização,PL-PDR,Especialização em População e Desenvolvimento Regional,2006,1
25610,F,Casado(a),11/09/1984,Branca,,ITACOATIARA,AM,JORGE TEIXEIRA IV ETAPA,MANAUS,AM,Processo Seletivo Mestrado,PPG-CEM-M,Mestrado em Ciência e Engenharia de Materiais,2017,2
40590,M,Solteiro(a),26/07/1983,Branca,,RONDON DO PARA,PA,PARQUE DEZ,MANAUS,AM,Processo Seletivo Doutorado,PPG-IFAR-D,Doutorado em Inovação Farmacêutica,2019,1
40665,F,Casado(a),22/09/1967,Branca,,MANAUS,AM,PETROPOLIS,MANAUS,AM,Processo Seletivo Especialização,PL-MED,Especialização em Mídias na Educação,2009,1
38592,M,Solteiro(a),27/01/1987,Parda,,MANAUS,AM,Santa Luzia,MANAUS,AM,Processo Seletivo Mestrado,PPG-MOT-M,Mestrado em Matemática - Otimização,2011,1
104,M,Casado(a),25/09/1957,Parda,,MANAUS,AM,Aleixo,MANAUS,AM,Processo Seletivo Especialização,PL-MIC,Especialização em Monit. e Inteligência Competitiva,2004,2
141,M,Solteiro(a),28/04/1969,Branca,,ITACOATIARA,AM,Colônia,ITACOATIARA,AM,Processo Seletivo Especialização,PL-GAA,Especialização em Geotecnologias Aplicadas à Amazônia,2003,2
143,M,Solteiro(a),22/02/1970,Parda,,MANAUS,AM,Santo Agostinho,MANAUS,AM,Processo Seletivo Especialização,PL-GAA,Especialização em Geotecnologias Aplicadas à Amazônia,2003,2
144,F,Solteiro(a),19/09/1969,Branca,,CAMPINA GRANDE,PB,Flores,MANAUS,AM,Processo Seletivo Especialização,PL-GAA,Especialização em Geotecnologias Aplicadas à Amazônia,2003,2
145,M,Casado(a),12/04/1975,Parda,,ITACOATIARA,AM,JAUARI I,ITACOATIARA,AM,Processo Seletivo Especialização,PL-GAA,Especialização em Geotecnologias Aplicadas à Amazônia,2003,2
146,M,Solteiro(a),30/01/1978,Branca,,MANAUS,AM,Aleixo,MANAUS,AM,Processo Seletivo Especialização,PL-GAA,Especialização em Geotecnologias Aplicadas à Amazônia,2003,2
148,F,Solteiro(a),28/09/1976,Branca,,SANTAREM,PA,Flôres,MANAUS,AM,Processo Seletivo Especialização,PL-GAA,Especialização em Geotecnologias Aplicadas à Amazônia,2003,2
149,M,Solteiro(a),07/02/1958,Parda,,MANAUS,AM,Planalto,MANAUS,AM,Processo Seletivo Especialização,PL-GAA,Especialização em Geotecnologias Aplicadas à Amazônia,2003,2
25902,M,Solteiro(a),03/04/1982,Parda,,BELEM,PA,MORRO DA LIBERDADE,MANAUS,AM,Processo Seletivo Especialização,PL-MED,Especialização em Mídias na Educação,2012,1
30793,M,Solteiro(a),22/10/1986,Não Declarada,,MANAUS,AM,FLORES,MANAUS,AM,Processo Seletivo Mestrado,PPG-SCA-M,Mestrado em Sociedade e Cultura na Amazônia,2018,1
32154,M,Solteiro(a),09/12/1980,Parda,,PARINTINS,AM,NOVA CIDADE,MANAUS,AM,Processo Seletivo Doutorado,PPG-INF-D,Doutorado em Informática,2017,1
27330,M,Casado(a),16/03/1987,Parda,,MANAUS,AM,SAO JORGE,MANAUS,AM,Processo Seletivo Mestrado,PPG-INF-M,Mestrado em Informática,2017,1
27330,M,Casado(a),16/03/1987,Parda,,MANAUS,AM,SAO JORGE,MANAUS,AM,Processo Seletivo Doutorado,PPG-INF-D,Doutorado em Informática,2019,1
38929,M,Casado(a),05/07/1980,Parda,,RIO DE JANEIRO,RJ,São Francisco,MANAUS,AM,Processo Seletivo Mestrado,PPG-EDU-M,Mestrado em Educação,2014,2
29147,F,Solteiro(a),27/05/1981,Parda,,MANAUS,AM,SAO FRANCISCO,MANAUS,AM,Processo Seletivo Mestrado,PPG-QUI-M,Mestrado em Química,2017,1
29525,M,Solteiro(a),16/09/1985,Indígena,,MANAUS,AM,CIDADE NOVA,MANAUS,AM,Processo Seletivo Mestrado,PPG-FIS-M,Mestrado em Física,2017,2
72,F,Solteiro(a),09/02/1957,Parda,,MANAUS,AM,Centro,MANAUS,AM,Processo Seletivo Especialização,PL-MIC,Especialização em Monit. e Inteligência Competitiva,2004,2
73,F,Casado(a),24/10/1966,Parda,,AUTAZES,AM,Parque 10,MANAUS,AM,Processo Seletivo Especialização,PL-MIC,Especialização em Monit. e Inteligência Competitiva,2004,2
74,F,Solteiro(a),02/04/1963,Parda,,CARACARAI,RR,Flores,MANAUS,AM,Processo Seletivo Especialização,PL-MIC,Especialização em Monit. e Inteligência Competitiva,2004,2
75,F,Solteiro(a),27/03/1968,Branca,,XAPURI,AC,Flores,MANAUS,AM,Processo Seletivo Especialização,PL-MIC,Especialização em Monit. e Inteligência Competitiva,2004,2
76,F,Solteiro(a),24/03/1964,Parda,,MANAUS,AM,Flores,MANAUS,AM,Processo Seletivo Especialização,PL-MIC,Especialização em Monit. e Inteligência Competitiva,2002,2
232,F,Casado(a),21/04/1967,Parda,,MANAUS,AM,PETROPOLIS,MANAUS,AM,Processo Seletivo Doutorado,PPG-CASA-D,Doutorado em Ciências do Ambiente e Sustentabilidade na Amazônia,2016,1
414,M,Casado(a),10/01/1970,Negra,,ITACOATIARA,AM,SAO JORGE,MANAUS,AM,Processo Seletivo Doutorado,PPG-SCA-D,Doutorado em Sociedade e Cultura na Amazônia,2015,1
131,M,Solteiro(a),06/06/1960,Parda,,RIO DE JANEIRO,RJ,São Lázaro,MANAUS,AM,Processo Seletivo Especialização,PL-GAA,Especialização em Geotecnologias Aplicadas à Amazônia,2003,2
133,F,Solteiro(a),02/07/1977,Branca,,MANAUS,AM,Planalto,MANAUS,AM,Processo Seletivo Especialização,PL-GAA,Especialização em Geotecnologias Aplicadas à Amazônia,2003,2
40648,F,Casado(a),24/08/1969,Negra,,MANAUS,AM,PETROPOLIS,MANAUS,AM,Processo Seletivo Mestrado,PPG-GEO-M,Mestrado em Geografia,2018,2
342,F,Solteiro(a),01/12/1975,Parda,,MANAUS,AM,DOM PEDRO I,MANAUS,AM,Processo Seletivo Doutorado,PPG-BIOT-D,Doutorado em Biotecnologia,2011,1
19818,M,Solteiro(a),04/03/1987,Branca,,MANAUS,AM,CIDADE NOVA,MANAUS,AM,PS - Processo Seletivo,PL-MED,Especialização em Mídias na Educação,2018,1
116,F,Solteiro(a),12/01/1973,Branca,,MANAUS,AM,PETROPOLIS,MANAUS,AM,Processo Seletivo Especialização,PL-PGA,Especialização em Planejamento e Gerenciamento de Águas,2009,1
118,F,Casado(a),07/11/1974,Branca,,MANAUS,AM,DOM PEDRO I,MANAUS,AM,Processo Seletivo Doutorado,PPG-ANS-D,Doutorado em Antropologia Social,2016,2
121,F,Casado(a),15/12/1978,Branca,,MANAUS,AM,CIDADE NOVA I,MANAUS,AM,Processo Seletivo Especialização,PL-MED,Especialização em Mídias na Educação,2009,1
123,F,Solteiro(a),17/08/1976,Branca,Sem Deficiência,MANAUS,AM,AGUAS CLARAS,MANAUS,AM,Processo Seletivo Mestrado,PPG-GEO-M,Mestrado em Geografia,2009,1
609,M,Solteiro(a),01/02/1973,Indígena,,MANAUS,AM,PETRÓPOLIS,MANAUS,AM,Processo Seletivo Especialização,PL-ADR,Especialização em Agricultura e Desenvolvimento Regional,2004,1
609,M,Solteiro(a),01/02/1973,Indígena,,MANAUS,AM,PETRÓPOLIS,MANAUS,AM,Processo Seletivo Mestrado,PPG-DER-M,Mestrado em Desenvolvimento Regional,2006,1
432,F,Solteiro(a),02/05/1969,Branca,,MANAUS,AM,Raiz,MANAUS,AM,Processo Seletivo Especialização,PL-CEXT,Especialização em Comércio Exterior,2008,2
37013,M,Solteiro(a),25/04/1967,Branca,,FORTALEZA,CE,SAO JOSE 4,MANAUS,AM,Processo Seletivo Mestrado,PPG-EDU-M,Mestrado em Educação,2016,2
36445,M,Casado(a),03/04/1981,Negra,,ORIXIMINA,PA,ZUMBI DOS PALMARES,MANAUS,AM,Processo Seletivo Mestrado,PPG-MGE-M,Mestrado em Matemática - Geometria,2011,1
19030,M,Solteiro(a),19/08/1976,Parda,,MANAUS,AM,Cidade Nova I,MANAUS,AM,Processo Seletivo Especialização,PL-BC,Especialização em Biologia da Conservação,2011,2
601,M,Solteiro(a),12/04/1979,Parda,Sem Deficiência,PARINTINS,AM,PONTA NEGRA,MANAUS,AM,Processo Seletivo Especialização,PL-PDR,Especialização em População e Desenvolvimento Regional,2004,1
601,M,Solteiro(a),12/04/1979,Parda,Sem Deficiência,PARINTINS,AM,PONTA NEGRA,MANAUS,AM,Processo Seletivo Especialização,PL-INDR,Especialização em Industrialização e Desenvolvimento Regional,2006,1
533,M,Casado(a),26/11/1955,Parda,,MANICORE,AM,CIDADE NOVA II,MANAUS,AM,Processo Seletivo Mestrado,PPG-DER-M,Mestrado em Desenvolvimento Regional,2009,2
23191,F,Solteiro(a),23/07/1982,Parda,,MANAUS,AM,PRACA 14 DE JANEIRO,MANAUS,AM,Processo Seletivo Doutorado,PPG-INF-D,Doutorado em Informática,2013,1
36156,F,Uniao Estavel,29/04/1977,Parda,,BRASILIA,DF,CHAPADA,MANAUS,AM,Processo Seletivo Especialização,PL-PLPP,Especialização em Poder Legislativo e Políticas Públicas,2019,2
21582,M,Casado(a),25/09/1986,Parda,,MANAUS,AM,SANTO AGOSTINHO,MANAUS,AM,Processo Seletivo Doutorado,PPG-INF-D,Doutorado em Informática,2017,1
28153,F,Solteiro(a),26/05/1969,Branca,,PORTO VELHO,RO,Adrianopólis,MANAUS,AM,Processo Seletivo Especialização,PL-PGA,Especialização em Planejamento e Gerenciamento de Águas,2009,1
671,F,Casado(a),11/05/1961,Branca,,MANAUS,AM,RAIZ,MANAUS,AM,Processo Seletivo Mestrado,PPG-DER-M,Mestrado em Desenvolvimento Regional,2006,1
671,F,Casado(a),11/05/1961,Branca,,MANAUS,AM,RAIZ,MANAUS,AM,Processo Seletivo Doutorado,PPG-SCA-D,Doutorado em Sociedade e Cultura na Amazônia,2016,1
15738,M,Solteiro(a),28/04/1987,Branca,,JOÃO PESSOA,PB,Flores,MANAUS,AM,Processo Seletivo Mestrado,PPG-ENP-M,Mestrado em Engenharia de Produção,2014,2
36274,M,Solteiro(a),28/01/1976,Parda,,MANAUS,AM,parque dez,MANAUS,AM,Processo Seletivo Mestrado,PPG-GEOC-M,Mestrado em Geociências,2017,1
37172,F,Casado(a),02/02/1968,Branca,,JUIZ DE FORA,MG,PONTA NEGRA,MANAUS,AM,Processo Seletivo Especialização,PL-MED,Especialização em Mídias na Educação,2012,1
32377,F,Uniao Estavel,19/07/1973,Branca,,MANAUS,AM,Cidade Nova I,MANAUS,AM,Processo Seletivo Especialização,PL-MGS,MBA em Gestão em Serviços de Saúde,2012,1
39255,F,Solteiro(a),01/04/1980,Parda,,MANAUS,AM,PLANALTO,MANAUS,AM,Processo Seletivo Mestrado,PPG-ECAM-M,Mestrado Profissional em Rede Nacional para o Ensino de Ciências Ambientais,2019,2
401,F,Solteiro(a),05/07/1967,Branca,,MANAUS,AM,JAPIIM I,MANAUS,AM,Processo Seletivo Doutorado,PPG-ATR-D,Doutorado em Agronomia Tropical,2017,2
24009,F,Solteiro(a),11/10/1982,Parda,,TEFE,AM,COLONIA SANTO,MANAUS,AM,Processo Seletivo Especialização,PL-EI,Especialização em Educação Infantil,2011,1
295,F,Casado(a),15/04/1978,Branca,,MANAUS,AM,SAO FRANCISCO,BOA VISTA,RR,Processo Seletivo Doutorado,PPG-INF-D,Doutorado em Informática,2015,1
301,M,Casado(a),24/05/1979,Negra,,BOA VISTA,RR,SÃO FRANCISCO,BOA VISTA,RR,Processo Seletivo Doutorado,PPG-INF-D,Doutorado em Informática,2016,1
14196,F,Casado(a),29/09/1979,Não Declarada,Sem Deficiência,MANAUS,AM,FLORES,MANAUS,AM,Processo Seletivo Especialização,PL-GP,Especialização em Gestão Pública,2018,2
34004,M,Solteiro(a),17/06/1986,Parda,,MANAUS,AM,ALEIXO,MANAUS,AM,Processo Seletivo Mestrado,PPG-ECIM,Mestrado em Ensino de Ciências e Matemática,2019,1
27559,M,Solteiro(a),28/10/1970,Parda,,MANAUS,AM,EDUCANDOS,MANAUS,AM,Processo Seletivo Mestrado,PPG-ERA-M,Mestrado em Engenharia de Recursos da Amazônia,2013,2
698,M,Casado(a),20/08/1982,Branca,,MANAUS,AM,SAO RAIMUNDO,MANAUS,AM,Processo Seletivo Doutorado,PPG-INF-D,Doutorado em Informática,2013,1
465,F,Casado(a),15/04/1964,Branca,,BELEM,PA,CENTRO,MANAUS,AM,Processo Seletivo Especialização,PL-MGO,MBA Executivo: Gestão de Organizações - Operações e Serviços,2013,1
465,F,Casado(a),15/04/1964,Branca,,BELEM,PA,CENTRO,MANAUS,AM,Processo Seletivo Mestrado,PPG-ENP-M,Mestrado em Engenharia de Produção,2014,2
61830,F,Casado(a),16/04/1978,Parda,,MANAUS,AM,ALVORADA I,MANAUS,AM,Processo Seletivo Especialização,PL-URG,Especialização em Enfermagem em Urgência e Emergência,2009,1
679,F,Casado(a),15/01/1974,Parda,,MANAUS,AM,Planalto,MANAUS,AM,Processo Seletivo Doutorado,PPG-BIO-D,Doutorado em Biodiversidade e Biotecnologia da Rede Bionorte,2012,1
204,F,Solteiro(a),18/10/1978,Negra,,MANAUS,AM,JAUARI,ITACOATIARA,AM,Processo Seletivo Doutorado,PPG-CARP-D,Doutorado em Ciência Animal e Recursos Pesqueiros,2016,1
623,M,Casado(a),08/04/1974,Branca,,ITACOATIARA,AM,PLANALTO,MANAUS,AM,Processo Seletivo Especialização,PL-INDR,Especialização em Industrialização e Desenvolvimento Regional,2004,1
623,M,Casado(a),08/04/1974,Branca,,ITACOATIARA,AM,PLANALTO,MANAUS,AM,Processo Seletivo Mestrado,PPG-DER-M,Mestrado em Desenvolvimento Regional,2006,1
625,F,Solteiro(a),11/06/1960,Parda,,AMATURA,AM,PLANALTO,MANAUS,AM,Processo Seletivo Especialização,PL-PDR,Especialização em População e Desenvolvimento Regional,2004,1
628,F,Outros,05/08/1972,Parda,,MANAUS,AM,COMPENSA 1,MANAUS,AM,Processo Seletivo Especialização,PL-PDR,Especialização em População e Desenvolvimento Regional,2004,1
33995,M,Solteiro(a),01/05/1984,Parda,,MANAUS,AM,REDENCAO,SANTAREM,PA,Processo Seletivo Doutorado,PPG-CARP-D,Doutorado em Ciência Animal e Recursos Pesqueiros,2018,2
33783,M,Solteiro(a),14/12/1976,Parda,,MANAUS,AM,morro da liberdade,MANAUS,AM,Processo Seletivo Mestrado,PPG-ENC-M,Mestrado em Engenharia Civil,2010,1
39406,F,Casado(a),23/01/1981,Amarela,,MANAUS,AM,SAO JORGE,MANAUS,AM,Processo Seletivo Doutorado,PPG-EDU-D,Doutorado em Educação,2016,1
30167,F,Solteiro(a),09/02/1979,Branca,,MANAUS,AM,PLANALTO,MANAUS,AM,Processo Seletivo Especialização,PL-MED,Especialização em Mídias na Educação,2012,1
633,F,Solteiro(a),21/12/1973,Branca,Sem Deficiência,MANAUS,AM,COMPENSA I,MANAUS,AM,Processo Seletivo Especialização,PL-INDR,Especialização em Industrialização e Desenvolvimento Regional,2004,1
257,M,Solteiro(a),09/01/1983,Branca,,MANAUS,AM,DISTRITO INDUSTRIAL,MANAUS,AM,Processo Seletivo Mestrado,PPG-INF-M,Mestrado em Informática,2013,1
259,M,Solteiro(a),13/10/1972,Branca,,MANAUS,AM,Flores,MANAUS,AM,Processo Seletivo Mestrado,PPG-ENP-M,Mestrado em Engenharia de Produção,2018,2
61835,F,Casado(a),20/10/1975,Parda,,MANAUS,AM,REDENÇAÕ,MANAUS,AM,Processo Seletivo Especialização,PL-URG,Especialização em Enfermagem em Urgência e Emergência,2009,1
663,F,Solteiro(a),14/10/1972,Branca,,MANICORE,AM,D. PEDRO I,MANAUS,AM,Processo Seletivo Mestrado,PPG-DER-M,Mestrado em Desenvolvimento Regional,2006,1
40815,M,Solteiro(a),05/11/1968,Amarela,,PARINTINS,AM,JAPIIM,MANAUS,AM,Processo Seletivo Doutorado,PPG-SCA-D,Doutorado em Sociedade e Cultura na Amazônia,2010,1
26356,F,Solteiro(a),18/03/1987,Parda,Sem Deficiência,MANAUS,AM,NOVO ALEIXO,MANAUS,AM,Processo Seletivo Mestrado,PPG-INF-M,Mestrado em Informática,2019,1
36944,F,Casado(a),27/01/1984,Branca,,MANAUS,AM,cidade nova III,MANAUS,AM,Processo Seletivo Especialização,PL-MEP,MBA Executivo em Engenharia de Produção: Gestão em Engenharia da Qualidade Total,2012,2
26588,M,Casado(a),06/09/1982,Parda,Sem Deficiência,MANAUS,AM,PARQUE 10 DE NOVEMBRO,MANAUS,AM,Processo Seletivo Especialização,PL-GP,Especialização em Gestão Pública,2018,2
32919,M,Casado(a),03/06/1978,Parda,,MANAUS,AM,CENTRO,MANAUS,AM,Processo Seletivo Mestrado,PPG-INF-M,Mestrado em Informática,2018,1
